MANUAL ACTUALIZADO - src/srcStepper/stepper.pio
================================================================================
Funcion inicial del archivo
- Genera pulsos STEP para hasta 8 ejes usando PIO y mascaras de bits.

Metodos, variables, secciones o instancias detectadas
- L7: `; bit 0 = STEP eje 0`
- L8: `; bit 1 = STEP eje 1`
- L9: `; bit 2 = STEP eje 2`
- L11: `; bit 7 = STEP eje 7`
- L33: `const uint step_pin_count = 8;`
- L35: `for (uint i = 0; i < step_pin_count; i++) {`
- L36: `uint pin = first_step_pin + i;`
- L38: `gpio_init(pin);`
- L39: `gpio_set_dir(pin, GPIO_OUT);`
- L40: `gpio_put(pin, 0);`
- L42: `pio_gpio_init(pio, pin);`
- L53: `pio_sm_config c =`
- L54: `stepper_multi_program_get_default_config(offset);`
- L74: `float div =`
- L75: `(float)clock_get_hz(clk_sys) /`
- L78: `sm_config_set_clkdiv(&c, div);`

Quien lo manda a llamar / relacion con otros archivos
- Los headers en lib son incluidos por implementaciones en src y por prgProject/main.cpp.
- Los .cpp son compilados por prgProject/CMakeLists.txt y sus funciones se ejecutan desde main.cpp o desde otros objetos del controlador.
- Los archivos config/recipes/*.txt son consumidos por RecipeLoader/SdRecipeStorage/MachineRecipeParser cuando se carga una receta.
- Los manuales son referencia de uso y no participan en la compilacion.

Explicacion linea por linea
| Linea | Codigo | Explicacion |
| 16 | `.wrap_target` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 17 | `    pull block` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 18 | `    out pins, 8 [STEP_HIGH_DELAY]` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 19 | `    mov pins, null [STEP_LOW_DELAY]` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 20 | `.wrap` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 21 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 22 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 23 | `% c-sdk {` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 24 | `#include "hardware/clocks.h"` | Incluye una dependencia necesaria para declaraciones, tipos o funciones usadas en este archivo. |
| 25 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 26 | `static inline void stepper_multi_program_init(` | Declara o define simbolo de alcance estatico/externo usado por otros modulos segun corresponda. |
| 27 | `    PIO pio,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 28 | `    uint sm,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 29 | `    uint offset,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 30 | `    uint first_step_pin,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 31 | `    float pio_frequency_hz` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 32 | `) {` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 33 | `    const uint step_pin_count = 8;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 34 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 35 | `    for (uint i = 0; i < step_pin_count; i++) {` | Inicia un ciclo de repeticion sobre indices, estados o condiciones. |
| 36 | `        uint pin = first_step_pin + i;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 37 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 38 | `        gpio_init(pin);` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 39 | `        gpio_set_dir(pin, GPIO_OUT);` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 40 | `        gpio_put(pin, 0);` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 41 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 42 | `        pio_gpio_init(pio, pin);` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 43 | `    }` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 44 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 45 | `    pio_sm_set_consecutive_pindirs(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 46 | `        pio,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 47 | `        sm,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 48 | `        first_step_pin,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 49 | `        step_pin_count,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 50 | `        true` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 51 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 52 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 53 | `    pio_sm_config c =` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 54 | `        stepper_multi_program_get_default_config(offset);` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 55 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 56 | `    sm_config_set_out_pins(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 57 | `        &c,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 58 | `        first_step_pin,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 59 | `        step_pin_count` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 60 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 61 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 62 | `    sm_config_set_out_shift(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 63 | `        &c,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 64 | `        true,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 65 | `        false,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 66 | `        32` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 67 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 68 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 69 | `    sm_config_set_fifo_join(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 70 | `        &c,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 71 | `        PIO_FIFO_JOIN_TX` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 72 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 73 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 74 | `    float div =` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 75 | `        (float)clock_get_hz(clk_sys) /` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 76 | `        pio_frequency_hz;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 77 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 78 | `    sm_config_set_clkdiv(&c, div);` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 79 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 80 | `    pio_sm_init(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 81 | `        pio,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 82 | `        sm,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 83 | `        offset,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 84 | `        &c` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 85 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 86 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 87 | `    pio_sm_set_enabled(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 88 | `        pio,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 89 | `        sm,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 90 | `        true` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 91 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 92 | `}` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 93 | `%}` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
