MANUAL ACTUALIZADO - prgProject/pico_sdk_import.cmake
================================================================================
Funcion inicial del archivo
- Archivo de soporte/documentacion del proyecto.

Metodos, variables, secciones o instancias detectadas
- L5: `set(PICO_SDK_PATH $ENV{PICO_SDK_PATH})`
- L6: `message("Using PICO_SDK_PATH from environment ('${PICO_SDK_PATH}')")`
- L7: `endif ()`
- L10: `set(PICO_SDK_FETCH_FROM_GIT $ENV{PICO_SDK_FETCH_FROM_GIT})`
- L11: `message("Using PICO_SDK_FETCH_FROM_GIT from environment ('${PICO_SDK_FETCH_FROM_GIT}')")`
- L12: `endif ()`
- L15: `set(PICO_SDK_FETCH_FROM_GIT_PATH $ENV{PICO_SDK_FETCH_FROM_GIT_PATH})`
- L16: `message("Using PICO_SDK_FETCH_FROM_GIT_PATH from environment ('${PICO_SDK_FETCH_FROM_GIT_PATH}')")`
- L17: `endif ()`
- L19: `set(PICO_SDK_PATH "${PICO_SDK_PATH}" CACHE PATH "Path to the Raspberry Pi Pico SDK")`
- L20: `set(PICO_SDK_FETCH_FROM_GIT "${PICO_SDK_FETCH_FROM_GIT}" CACHE BOOL "Set to ON to fetch copy of SDK from git if not otherwise locatable")`
- L21: `set(PICO_SDK_FETCH_FROM_GIT_PATH "${PICO_SDK_FETCH_FROM_GIT_PATH}" CACHE FILEPATH "location to download SDK")`
- L25: `include(FetchContent)`
- L26: `set(FETCHCONTENT_BASE_DIR_SAVE ${FETCHCONTENT_BASE_DIR})`
- L28: `get_filename_component(FETCHCONTENT_BASE_DIR "${PICO_SDK_FETCH_FROM_GIT_PATH}" REALPATH BASE_DIR "${CMAKE_SOURCE_DIR}")`
- L29: `endif ()`
- L36: `message("Downloading Raspberry Pi Pico SDK")`
- L37: `FetchContent_Populate(pico_sdk)`
- L38: `set(PICO_SDK_PATH ${pico_sdk_SOURCE_DIR})`
- L39: `endif ()`
- L40: `set(FETCHCONTENT_BASE_DIR ${FETCHCONTENT_BASE_DIR_SAVE})`
- L41: `else ()`
- L45: `endif ()`
- L46: `endif ()`
- L48: `get_filename_component(PICO_SDK_PATH "${PICO_SDK_PATH}" REALPATH BASE_DIR "${CMAKE_BINARY_DIR}")`
- L50: `message(FATAL_ERROR "Directory '${PICO_SDK_PATH}' not found")`
- L51: `endif ()`
- L53: `set(PICO_SDK_INIT_CMAKE_FILE ${PICO_SDK_PATH}/pico_sdk_init.cmake)`
- L55: `message(FATAL_ERROR "Directory '${PICO_SDK_PATH}' does not appear to contain the Raspberry Pi Pico SDK")`
- L56: `endif ()`
- L58: `set(PICO_SDK_PATH ${PICO_SDK_PATH} CACHE PATH "Path to the Raspberry Pi Pico SDK" FORCE)`
- L60: `include(${PICO_SDK_INIT_CMAKE_FILE})`

Quien lo manda a llamar / relacion con otros archivos
- Los headers en lib son incluidos por implementaciones en src y por prgProject/main.cpp.
- Los .cpp son compilados por prgProject/CMakeLists.txt y sus funciones se ejecutan desde main.cpp o desde otros objetos del controlador.
- Los archivos config/recipes/*.txt son consumidos por RecipeLoader/SdRecipeStorage/MachineRecipeParser cuando se carga una receta.
- Los manuales son referencia de uso y no participan en la compilacion.

Explicacion linea por linea
| Linea | Codigo | Explicacion |
| 21 | `set(PICO_SDK_FETCH_FROM_GIT_PATH "${PICO_SDK_FETCH_FROM_GIT_PATH}" CACHE FILEPATH "location to download SDK")` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 22 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 23 | `if (NOT PICO_SDK_PATH)` | Evalua una condicion para decidir si ejecutar el bloque siguiente. |
| 24 | `    if (PICO_SDK_FETCH_FROM_GIT)` | Evalua una condicion para decidir si ejecutar el bloque siguiente. |
| 25 | `        include(FetchContent)` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 26 | `        set(FETCHCONTENT_BASE_DIR_SAVE ${FETCHCONTENT_BASE_DIR})` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 27 | `        if (PICO_SDK_FETCH_FROM_GIT_PATH)` | Evalua una condicion para decidir si ejecutar el bloque siguiente. |
| 28 | `            get_filename_component(FETCHCONTENT_BASE_DIR "${PICO_SDK_FETCH_FROM_GIT_PATH}" REALPATH BASE_DIR "${CMAKE_SOURCE_DIR}")` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 29 | `        endif ()` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 30 | `        FetchContent_Declare(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 31 | `            pico_sdk` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 32 | `            GIT_REPOSITORY https://github.com/raspberrypi/pico-sdk` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 33 | `            GIT_TAG master` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 34 | `        )` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 35 | `        if (NOT pico_sdk)` | Evalua una condicion para decidir si ejecutar el bloque siguiente. |
| 36 | `            message("Downloading Raspberry Pi Pico SDK")` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 37 | `            FetchContent_Populate(pico_sdk)` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 38 | `            set(PICO_SDK_PATH ${pico_sdk_SOURCE_DIR})` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 39 | `        endif ()` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 40 | `        set(FETCHCONTENT_BASE_DIR ${FETCHCONTENT_BASE_DIR_SAVE})` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 41 | `    else ()` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 42 | `        message(FATAL_ERROR` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 43 | `            "Raspberry Pi Pico SDK location was not specified. Please set PICO_SDK_PATH or set PICO_SDK_FETCH_FROM_GIT to ON."` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 44 | `        )` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 45 | `    endif ()` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 46 | `endif ()` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 47 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 48 | `get_filename_component(PICO_SDK_PATH "${PICO_SDK_PATH}" REALPATH BASE_DIR "${CMAKE_BINARY_DIR}")` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 49 | `if (NOT EXISTS ${PICO_SDK_PATH})` | Evalua una condicion para decidir si ejecutar el bloque siguiente. |
| 50 | `    message(FATAL_ERROR "Directory '${PICO_SDK_PATH}' not found")` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 51 | `endif ()` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 52 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 53 | `set(PICO_SDK_INIT_CMAKE_FILE ${PICO_SDK_PATH}/pico_sdk_init.cmake)` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 54 | `if (NOT EXISTS ${PICO_SDK_INIT_CMAKE_FILE})` | Evalua una condicion para decidir si ejecutar el bloque siguiente. |
| 55 | `    message(FATAL_ERROR "Directory '${PICO_SDK_PATH}' does not appear to contain the Raspberry Pi Pico SDK")` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 56 | `endif ()` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 57 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 58 | `set(PICO_SDK_PATH ${PICO_SDK_PATH} CACHE PATH "Path to the Raspberry Pi Pico SDK" FORCE)` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 59 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 60 | `include(${PICO_SDK_INIT_CMAKE_FILE})` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
