MANUAL ACTUALIZADO - lib/objMotion/AdvanceMotionController.h
================================================================================
Funcion inicial del archivo
- Coordina ejes, HOME, validaciones, cola, perfil y ejecucion sincronizada.

Metodos, variables, secciones o instancias detectadas
- L15: `class AdvanceMotionController {`
- L17: `static const uint MAX_AXES = 8;`
- L18: `static const uint MIN_AXES = 1;`
- L43: `setHomeOrder({2, 0, 1});`
- L46: `setHomeOrderByName({"Z", "X", "Y"});`
- L57: `bool validateAxesStepPins();`
- L68: `bool validateAxisNames() const;`
- L104: `void prepareDirections(const MotionBlock& block);`
- L105: `void prepareBresenham(const MotionBlock& block);`
- L126: `void executeBresenhamStep();`
- L128: `uint32_t calculateCurrentStepDelayUs();`
- L130: `void loadNextPlannedMoveIfAvailable();`
- L161: `void init();`
- L163: `bool isValid() const;`
- L165: `uint getAxisCount() const;`
- L166: `const char* getAxisName(uint axisIndex) const;`
- L168: `void printAxisMap() const;`
- L169: `void printHomeOrder() const;`
- L184: `void clearMotionQueue();`
- L191: `bool prepareQueuedMoves();`
- L193: `uint getRawQueuedMoveCount() const;`
- L194: `uint getPlannedMoveCount() const;`
- L196: `void update();`
- L198: `bool isBusy() const;`
- L200: `void stop();`
- L201: `void emergencyStop();`
- L220: `void clearHomeOrder();`
- L222: `bool homeAxis(uint axisIndex);`
- L223: `bool homeAll();`

Quien lo manda a llamar / relacion con otros archivos
- Los headers en lib son incluidos por implementaciones en src y por prgProject/main.cpp.
- Los .cpp son compilados por prgProject/CMakeLists.txt y sus funciones se ejecutan desde main.cpp o desde otros objetos del controlador.
- Los archivos config/recipes/*.txt son consumidos por RecipeLoader/SdRecipeStorage/MachineRecipeParser cuando se carga una receta.
- Los manuales son referencia de uso y no participan en la compilacion.

Explicacion linea por linea
| Linea | Codigo | Explicacion |
| 44 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 45 | `        O por nombre:` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 46 | `        setHomeOrderByName({"Z", "X", "Y"});` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 47 | `    */` | Comentario/documentacion interna del codigo o configuracion. |
| 48 | `    uint homeOrder[MAX_AXES];` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 49 | `    uint homeOrderCount;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 50 | `    bool homeOrderConfigured;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 51 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 52 | `    bool loadAxes(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 53 | `        AdvanceStepperAxis* axisList[],` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 54 | `        uint numberOfAxes` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 55 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 56 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 57 | `    bool validateAxesStepPins();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 58 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 59 | `    bool textEquals(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 60 | `        const char* firstText,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 61 | `        const char* secondText` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 62 | `    ) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 63 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 64 | `    bool isReservedAxisName(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 65 | `        const char* axisName` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 66 | `    ) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 67 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 68 | `    bool validateAxisNames() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 69 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 70 | `    bool normalizeAxisName(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 71 | `        const char* inputName,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 72 | `        char outputName[],` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 73 | `        uint outputSize` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 74 | `    ) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 75 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 76 | `    bool findAxisIndexByName(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 77 | `        const char* axisName,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 78 | `        uint& outputAxisIndex` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 79 | `    ) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 80 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 81 | `    bool buildLinearBlockToArray(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 82 | `        const float targetPositionsMm[],` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 83 | `        uint targetCount,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 84 | `        float requestedSpeedMmS,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 85 | `        float entrySpeedMmS,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 86 | `        float exitSpeedMmS,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 87 | `        MotionBlock& block` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 88 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 89 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 90 | `    bool buildLinearBlockTo(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 91 | `        std::initializer_list<float> targetPositionsMm,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 92 | `        float requestedSpeedMmS,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 93 | `        MotionBlock& block` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 94 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 95 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 96 | `    bool startMotionBlock(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 97 | `        const MotionBlock& block` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 98 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 99 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 100 | `    bool startPlannedLinearMove(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 101 | `        const PlannedLinearMove& plannedMove` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 102 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 103 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 104 | `    void prepareDirections(const MotionBlock& block);` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 105 | `    void prepareBresenham(const MotionBlock& block);` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 106 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 107 | `    float calculateDistanceFromDeltas(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 108 | `        const float deltas[],` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 109 | `        uint count` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 110 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 111 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 112 | `    float limitSpeedByAxisLimits(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 113 | `        const MotionBlock& block,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 114 | `        float requestedSpeedMmS` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 115 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 116 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 117 | `    float limitSpeedByPulseEngine(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 118 | `        const MotionBlock& block,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 119 | `        float currentLimitedSpeed` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 120 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 121 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 122 | `    float limitAccelerationByAxisLimits(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 123 | `        const MotionBlock& block` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 124 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 125 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 126 | `    void executeBresenhamStep();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 127 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 128 | `    uint32_t calculateCurrentStepDelayUs();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 129 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 130 | `    void loadNextPlannedMoveIfAvailable();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 131 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 132 | `    uint32_t speedToStepDelayUs(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 133 | `        uint axisIndex,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 134 | `        float speedMmS` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 135 | `    ) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 136 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 137 | `    bool isHardwareLimitBlockingDirection(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 138 | `        uint axisIndex,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 139 | `        bool positiveDirection` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 140 | `    ) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 141 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 142 | `    bool stepAxisOnceBlocking(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 143 | `        uint axisIndex,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 144 | `        bool positiveDirection,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 145 | `        uint32_t delayUs` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 146 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 147 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 148 | `    bool moveAxisRelativeBlocking(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 149 | `        uint axisIndex,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 150 | `        float distanceMm,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 151 | `        float speedMmS` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 152 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 153 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 154 | `public:` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 155 | `    AdvanceMotionController(` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 156 | `        AdvanceStepperAxis* axisList[],` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 157 | `        uint numberOfAxes,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 158 | `        StepperPioPulseEngine& selectedPulseEngine` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 159 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 160 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 161 | `    void init();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 162 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 163 | `    bool isValid() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 164 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 165 | `    uint getAxisCount() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 166 | `    const char* getAxisName(uint axisIndex) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 167 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 168 | `    void printAxisMap() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 169 | `    void printHomeOrder() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 170 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 171 | `    bool moveLinearTo(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 172 | `        std::initializer_list<float> targetPositionsMm,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 173 | `        float requestedSpeedMmS` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 174 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 175 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 176 | `    void configurePathSmoothing(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 177 | `        bool enabled,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 178 | `        float blendDistanceMm,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 179 | `        float blendSegmentLengthMm,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 180 | `        uint maxBlendSegments,` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 181 | `        float blendSpeedScale` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 182 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 183 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 184 | `    void clearMotionQueue();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 185 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 186 | `    bool queueLinearTo(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 187 | `        std::initializer_list<float> targetPositionsMm,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 188 | `        float requestedSpeedMmS` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 189 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 190 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 191 | `    bool prepareQueuedMoves();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 192 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 193 | `    uint getRawQueuedMoveCount() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 194 | `    uint getPlannedMoveCount() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 195 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 196 | `    void update();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 197 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 198 | `    bool isBusy() const;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 199 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 200 | `    void stop();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 201 | `    void emergencyStop();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 202 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 203 | `    void setCurrentPosition(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 204 | `        std::initializer_list<float> currentPositionsMm` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 205 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 206 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 207 | `    bool getCurrentPosition(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 208 | `        float outputPositionsMm[],` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 209 | `        uint outputCount` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 210 | `    ) const;` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 211 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 212 | `    bool setHomeOrder(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 213 | `        std::initializer_list<uint> orderedAxisIndexes` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 214 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 215 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 216 | `    bool setHomeOrderByName(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 217 | `        std::initializer_list<const char*> orderedAxisNames` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 218 | `    );` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 219 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 220 | `    void clearHomeOrder();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 221 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 222 | `    bool homeAxis(uint axisIndex);` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 223 | `    bool homeAll();` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 224 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 225 | `    bool moveToSafePositionAfterHome(` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 226 | `        std::initializer_list<float> safePositionsMm,` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 227 | `        float speedMmS` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
