MANUAL ACTUALIZADO - lib/objMotion/MotionBlock.h
================================================================================
Funcion inicial del archivo
- Define el bloque de movimiento ya planificado que ejecuta el controlador.

Metodos, variables, secciones o instancias detectadas
- L6: `struct MotionBlock {`
- L7: `static const uint MAX_AXES = 8;`
- L31: `void reset() {`
- L32: `axisCount = 0;`
- L34: `dominantSteps = 0;`
- L36: `distanceMm = 0.0f;`
- L38: `requestedSpeedMmS = 0.0f;`
- L39: `nominalSpeedMmS = 0.0f;`
- L41: `entrySpeedMmS = 0.0f;`
- L42: `exitSpeedMmS = 0.0f;`
- L44: `accelerationMmS2 = 0.0f;`
- L46: `valid = false;`
- L48: `for (uint i = 0; i < MAX_AXES; i++) {`
- L49: `deltaSteps[i] = 0;`
- L50: `absSteps[i] = 0;`
- L51: `direction[i] = true;`
- L52: `deltaMm[i] = 0.0f;`

Quien lo manda a llamar / relacion con otros archivos
- Los headers en lib son incluidos por implementaciones en src y por prgProject/main.cpp.
- Los .cpp son compilados por prgProject/CMakeLists.txt y sus funciones se ejecutan desde main.cpp o desde otros objetos del controlador.
- Los archivos config/recipes/*.txt son consumidos por RecipeLoader/SdRecipeStorage/MachineRecipeParser cuando se carga una receta.
- Los manuales son referencia de uso y no participan en la compilacion.

Explicacion linea por linea
| Linea | Codigo | Explicacion |
| 23 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 24 | `    float entrySpeedMmS;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 25 | `    float exitSpeedMmS;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 26 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 27 | `    float accelerationMmS2;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 28 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 29 | `    bool valid;` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 30 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 31 | `    void reset() {` | Declara o implementa una funcion/metodo; sus parametros controlan la operacion y su retorno informa resultado o dato. |
| 32 | `        axisCount = 0;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 33 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 34 | `        dominantSteps = 0;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 35 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 36 | `        distanceMm = 0.0f;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 37 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 38 | `        requestedSpeedMmS = 0.0f;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 39 | `        nominalSpeedMmS = 0.0f;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 40 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 41 | `        entrySpeedMmS = 0.0f;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 42 | `        exitSpeedMmS = 0.0f;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 43 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 44 | `        accelerationMmS2 = 0.0f;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 45 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 46 | `        valid = false;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 47 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 48 | `        for (uint i = 0; i < MAX_AXES; i++) {` | Inicia un ciclo de repeticion sobre indices, estados o condiciones. |
| 49 | `            deltaSteps[i] = 0;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 50 | `            absSteps[i] = 0;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 51 | `            direction[i] = true;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 52 | `            deltaMm[i] = 0.0f;` | Asigna o configura un valor; en recetas define un parametro usado por el firmware. |
| 53 | `        }` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 54 | `    }` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 55 | `};` | Instruccion de codigo/configuracion que participa en el flujo descrito por el bloque donde aparece. |
| 56 | ` ` | Linea en blanco usada para separar bloques y mejorar lectura. |
| 57 | `#endif` | Directiva de preprocesador que protege o cierra la inclusion del header. |
